,NumberOfBHK,Price,Transaction,Availability,PostedBy,ReraApproved,AreaName,BuiltUpArea_sqft
382,3,40200000,New Property,Ready To Move,Broker,Yes, Jayanagar,2554
383,3,26100000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,2104
384,4,38600000,New Property,Ready To Move,Broker,No, Bannerghatta Road,1983
385,2,11800000,New Property,Ready To Move,Broker,No, Devanahalli,1211
386,3,17800000,New Property,Ready To Move,Broker,No, Chikkavaderapura,1424
387,2,6767000,New Property,Ready To Move,Broker,No, Devanahalli,997
388,4,41900000,Resale,Ready To Move,Broker,No, Whitefield,2968
389,3,15400000,New Property,Ready To Move,Broker,No, Whitefield,922
390,4,34600000,Resale,Ready To Move,Broker,No, Whitefield,2451
391,4+,80000000,Resale,Ready To Move,Broker,No, Whitefield,3328
392,4,19000000,New Property,Ready To Move,Broker,No, Dommasandra Varthur Road,3000
393,4,21000000,Resale,Ready To Move,Broker,No, Sarjapur,3240
394,4+,110000000,New Property,Ready To Move,Broker,No, Whitefield,4640
395,4+,62500000,New Property,Ready To Move,Broker,No, Devanahalli,4280
396,3,32500000,New Property,Ready To Move,Broker,No, Bellandur,2700
397,3,32000000,New Property,Ready To Move,Broker,No, Devanahalli,2750
398,3,22000000,Resale,Ready To Move,Broker,No, Devanahalli,2200
399,2,12600000,New Property,Ready To Move,Broker,Yes, Whitefield,1535
400,4,28700000,New Property,Ready To Move,Broker,Yes, Whitefield,2667
401,3,26100000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,2104
402,3,11300000,New Property,Ready To Move,Broker,Yes, Electronic City,1445
403,4,28900000,New Property,Ready To Move,Broker,Yes, Whitefield,2712
404,2,6100000,Resale,Ready To Move,Broker,No, Narayanapura,1535
405,3,18600000,New Property,Ready To Move,Broker,No, Bannerghatta Road,1265
406,2,8286000,New Property,Ready To Move,Broker,No, Whitefield,729
407,4,21500000,Resale,Ready To Move,Broker,No, Whitefield,2135
408,3,21900000,Resale,Ready To Move,Broker,No, Whitefield,1016
409,2,20800000,New Property,Ready To Move,Broker,No, Whitefield,1547
410,3,29900000,New Property,Ready To Move,Broker,No, Whitefield,1915
411,3,29900000,New Property,Ready To Move,Broker,No, Whitefield,1596
412,4,36500000,Resale,Ready To Move,Broker,No, Whitefield,2560
413,2,8446000,Resale,Ready To Move,Broker,No, Electronic City Phase I,1165
414,3,14000000,New Property,Ready To Move,Broker,No, Electronic City Phase I,1750
415,2,15200000,Resale,Ready To Move,Broker,No, Chikkavaderapura,1685
416,2,12100000,New Property,Ready To Move,Broker,No, Chikkavaderapura,1345
417,4,40700000,New Property,Ready To Move,Broker,No, Whitefield,2968
418,3,21000000,Resale,Ready To Move,Broker,No, Sarjapur Road,1953
419,2,11200000,New Property,Ready To Move,Broker,No, Whitefield,673
420,3,28800000,New Property,Ready To Move,Broker,Yes, Bannerghatta Road,2270
421,4,82400000,New Property,Ready To Move,Broker,Yes, Hebbal,4543
422,2,15000000,New Property,Ready To Move,Broker,Yes, Gunjur,1660
423,4+,55000000,New Property,Ready To Move,Broker,Yes, Kundalahalli,4877
424,3,20000000,New Property,Ready To Move,Broker,Yes, Devanahalli,2589
425,2,11500000,New Property,Ready To Move,Broker,Yes, Samethanahalli,1421
426,3,21000000,Resale,Ready To Move,Broker,No, Sarjapur Road,1953
427,2,11200000,New Property,Ready To Move,Broker,No, Whitefield,673
428,2,7524000,Resale,Ready To Move,Broker,No, Whitefield,658
429,4,28100000,Resale,Ready To Move,Broker,No, Chikkavaderapura,2491
430,3,25200000,New Property,Ready To Move,Broker,No, Whitefield,2231
431,3,11100000,Resale,Ready To Move,Broker,No, Kanakapura Road,1100
432,3,16800000,Resale,Ready To Move,Broker,No, Whitefield,1655
433,3,26000000,New Property,Ready To Move,Broker,No, Bannerghatta Road,1860
434,4,31400000,New Property,Ready To Move,Broker,No, Whitefield,1743
435,2,12500000,Resale,Ready To Move,Broker,No, Sahakara Nagar,1293
436,4,20000000,New Property,Ready To Move,Broker,No, Sarjapur Road,2600
437,3,8389000,New Property,Ready To Move,Broker,No, Devanahalli,1273
438,4,33600000,Resale,Ready To Move,Broker,No, Whitefield,2451
439,2,17200000,New Property,Ready To Move,Broker,No, Whitefield,962
440,4,39900000,New Property,Ready To Move,Broker,No, Whitefield,2280
441,2,8797000,New Property,Ready To Move,Broker,Yes, Kanakapura Road,945
442,3,16400000,New Property,Ready To Move,Broker,Yes, JP Nagar,1580
443,2,10800000,New Property,Ready To Move,Broker,Yes, Gunjur,1230
444,4+,41800000,New Property,Ready To Move,Broker,Yes, Jakkur,4250
445,2,9900000,New Property,Ready To Move,Broker,Yes, Gunjur,1150
446,3,40200000,New Property,Ready To Move,Broker,Yes, Jayanagar,2554
447,4,29300000,New Property,Ready To Move,Broker,No, Sarjapur,3901
448,4,21000000,Resale,Ready To Move,Broker,No, Sarjapur Road,3240
449,3,31800000,New Property,Ready To Move,Broker,No, Whitefield,1738
450,2,6105000,New Property,Ready To Move,Broker,No, Devanahalli,629
451,2,9160000,Resale,Ready To Move,Broker,No, Electronic City Phase I,1270
452,2,7287000,New Property,Ready To Move,Broker,No, Whitefield,911
453,3,18000000,Resale,Ready To Move,Broker,No, Sarjapur Road,1661
454,3,13000000,New Property,Ready To Move,Broker,No, Whitefield,1480
455,3,20100000,Resale,Ready To Move,Broker,No, Sarjapur Road,1865
456,4,25200000,Resale,Ready To Move,Broker,No, Whitefield,1895
457,3,2450000,New Property,Ready To Move,Broker,No, Whitefield,1303
458,2,10000000,Resale,Ready To Move,Broker,No, Electronic City Phase I,1395
459,3,11600000,Resale,Ready To Move,Broker,No, Electronic City Phase I,1630
460,2,4200000,Resale,Ready To Move,Broker,No, Hoskote Malur Road,699
461,4,21300000,Resale,Ready To Move,Broker,No, Sarjapur Road,2244
462,3,18100000,New Property,Ready To Move,Broker,Yes, Whitefield,1666
463,3,23200000,New Property,Ready To Move,Broker,Yes, Devanahalli,2589
464,3,36300000,New Property,Ready To Move,Broker,Yes, Whitefield,2757
465,3,12100000,New Property,Ready To Move,Broker,Yes, Kanakapura Road,1321
466,3,16000000,New Property,Ready To Move,Broker,Yes, Whitefield,1399
467,3,16300000,New Property,Ready To Move,Broker,Yes, Hoodi,1883
468,2,12800000,Resale,Ready To Move,Broker,No, Off Sarjapur road,1312
469,3,36600000,New Property,Ready To Move,Broker,No, Whitefield,2757
470,4+,44000000,New Property,Ready To Move,Broker,No, Sarjapur Road,3161
471,3,16600000,New Property,Ready To Move,Broker,No, Sarjapur Road,1705
472,4+,23000000,New Property,Ready To Move,Broker,No, International Airport Road,2400
473,3,13500000,New Property,Ready To Move,Broker,No, Sarjapur Road,1613
474,2,13000000,New Property,Ready To Move,Broker,No, Hosur Road,1153
475,3,27000000,New Property,Ready To Move,Broker,No, Kanakapura Road,1888
476,3,27000000,New Property,Ready To Move,Broker,No, Hebbal,1847
477,3,110000000,New Property,Ready To Move,Broker,No, Cunn,3489
478,3,27500000,New Property,Ready To Move,Broker,No, Hebbal,1869
479,4+,41400000,New Property,Ready To Move,Broker,No, Whitefield,3160
480,3,33500000,New Property,Ready To Move,Broker,No, Hebbal,2330
481,4+,42300000,New Property,Ready To Move,Broker,No, Whitefield,3235
482,4+,30000000,New Property,Ready To Move,Broker,No, Sarjapur Road,2435
483,3,12000000,New Property,Ready To Move,Broker,Yes, Electronic City,1565
484,4,67600000,New Property,Ready To Move,Broker,No, Old Madras Road,4050
485,2,27600000,New Property,Ready To Move,Broker,Yes, Jayanagar,1730
486,2,7714000,New Property,Ready To Move,Broker,Yes, Mysore Road,980
487,4,94000000,New Property,Ready To Move,Broker,Yes, Hebbal,5246
488,4,49400000,New Property,Ready To Move,Broker,Yes, Jakkur,4857
489,3,20000000,Resale,Ready To Move,Broker,No, Whitefield,1920
490,4+,65000000,Resale,Ready To Move,Broker,No, Devanahalli,4900
491,3,16600000,Resale,Ready To Move,Broker,No, Off Sarjapur road,1705
492,3,12700000,Resale,Ready To Move,Broker,No, Off Sarjapur road,1490
493,3,110000000,New Property,Ready To Move,Broker,No, Cunn,3489
494,3,18000000,New Property,Ready To Move,Broker,No, Sarjapur,1387
495,3,25000000,New Property,Ready To Move,Broker,No, Banashankari,1900
496,2,12800000,New Property,Ready To Move,Broker,No, Sarjapur Road,1312
497,3,18000000,New Property,Ready To Move,Broker,No, Sarjapur Road,1850
498,4+,35000000,New Property,Ready To Move,Broker,No, Whitefield,2500
499,2,16500000,New Property,Ready To Move,Broker,No, Hebbal,1440
500,3,11200000,Resale,Ready To Move,Broker,No, Vaderahalli,1306
501,4+,22200000,Resale,Ready To Move,Broker,No, Whitefield,2120
502,4+,26000000,New Property,Ready To Move,Broker,No, Whitefield,2015
503,3,13500000,New Property,Ready To Move,Broker,No, JP Nagar Phase 8,1669
504,4,42500000,New Property,Ready To Move,Broker,Yes, Koramangala,3233
505,2,10700000,New Property,Ready To Move,Broker,Yes, Gunjur,1225
506,2,9517000,New Property,Ready To Move,Broker,Yes, Gangamma Circle,1230
507,4,86200000,New Property,Ready To Move,Broker,Yes, Jayanagar,5219
508,4,27500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,2400
509,3,20400000,New Property,Ready To Move,Broker,Yes, Haralur Road,1575
510,2,14000000,New Property,Ready To Move,Broker,No, Whitefield,1097
511,3,20000000,Resale,Ready To Move,Broker,No, Whitefield,1920
512,4,20900000,New Property,Ready To Move,Broker,No, Sarjapur Attibele Road,3030
513,3,10100000,New Property,Ready To Move,Broker,No, Devanahalli,1498
514,4,25900000,New Property,Ready To Move,Broker,No, Whitefield,1895
515,4,41000000,New Property,Ready To Move,Broker,No, Whitefield,2280
516,2,5105000,New Property,Ready To Move,Broker,No, Whitefield,600
517,3,22500000,Resale,Ready To Move,Broker,No, Whitefield,1016
518,4+,30000000,New Property,Ready To Move,Broker,No, Kanakapura Road,2473
519,3,12800000,Resale,Ready To Move,Broker,No, Sarjapur Attibele Road,1921
520,4,102200000,New Property,Ready To Move,Broker,No, Sarjapur Road,5676
521,4+,108500000,New Property,Ready To Move,Broker,No, Sarjapur Road,6027
522,1,5700000,New Property,Ready To Move,Broker,No, Whitefield,570
523,3,28000000,Resale,Ready To Move,Broker,No, Whitefield,1275
524,2,8400000,Resale,Ready To Move,Broker,No, Whitefield,986
525,4,80200000,New Property,Ready To Move,Broker,Yes, Hebbal,5260
526,3,20800000,New Property,Ready To Move,Broker,Yes, Bellandur,1665
527,3,12100000,New Property,Ready To Move,Broker,Yes, Begur Road,1740
528,4,47000000,New Property,Ready To Move,Broker,Yes, Bannerghatta Road,3891
529,2,11300000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1229
530,4+,41800000,New Property,Ready To Move,Broker,Yes, Jakkur,4250
531,3,10200000,Resale,Ready To Move,Broker,No, Whitefield,901
532,3,27500000,Resale,Ready To Move,Broker,No, Whitefield,2005
533,3,54000000,Resale,Ready To Move,Broker,No, Indira Nagar,2375
534,3,9527000,New Property,Ready To Move,Broker,No, Whitefield,1191
535,4+,50700000,New Property,Ready To Move,Broker,No, Whitefield,3698
536,3,16600000,Resale,Ready To Move,Broker,No, Marathahalli-Sarjapur Outer R,1705
537,3,21700000,New Property,Ready To Move,Broker,No, Whitefield,1611
538,2,16000000,New Property,Ready To Move,Broker,No, Kanakapura Road,1303
539,4+,36300000,New Property,Ready To Move,Broker,No, Whitefield,2757
540,2,12500000,New Property,Ready To Move,Broker,No, Off Sarjapur road,1279
541,2,21700000,New Property,Ready To Move,Broker,No, Whitefield,1611
542,4+,26000000,New Property,Ready To Move,Broker,No, Whitefield,2015
543,3,13500000,New Property,Ready To Move,Broker,No, JP Nagar Phase 8,1669
544,3,10100000,New Property,Ready To Move,Broker,No, Devanahalli,1498
545,4,41000000,New Property,Ready To Move,Broker,No, Whitefield,2280
546,2,10400000,New Property,Ready To Move,Broker,Yes, Whitefield,1250
547,2,6100000,Resale,Ready To Move,Broker,No, Narayanapura,1535
548,3,11200000,New Property,Ready To Move,Broker,Yes, Devanahalli,1498
549,2,10300000,New Property,Ready To Move,Broker,Yes, Bellandur,1085
550,2,10200000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1250
551,2,11800000,New Property,Ready To Move,Broker,Yes, Yeshwanthpur,1230
552,2,11500000,Resale,Ready To Move,Broker,No, Devanahalli,1211
553,4,37500000,Resale,Ready To Move,Broker,No, Bannerghatta Road,1983
554,3,19700000,New Property,Ready To Move,Broker,No, Sarjapur Road,2067
555,4+,46100000,New Property,Ready To Move,Broker,No, Whitefield,3556
556,4,20900000,New Property,Ready To Move,Broker,No, Sarjapur Attibele Road,3030
557,2,5105000,New Property,Ready To Move,Broker,No, Whitefield,600
558,4+,30000000,New Property,Ready To Move,Broker,No, Kanakapura Road,2473
559,3,12800000,Resale,Ready To Move,Broker,No, Sarjapur Attibele Road,1921
560,1,5700000,New Property,Ready To Move,Broker,No, Whitefield,570
561,2,8400000,Resale,Ready To Move,Broker,No, Whitefield,986
562,2,6768000,New Property,Ready To Move,Broker,No, Devanahalli,726
563,2,20700000,Resale,Ready To Move,Broker,No, Whitefield,959
564,4+,62500000,Resale,Ready To Move,Broker,No, Whitefield,4044
565,3,19500000,Resale,Ready To Move,Broker,No, Whitefield,1920
566,2,16200000,New Property,Ready To Move,Broker,No, Whitefield,1203
567,4,78900000,New Property,Ready To Move,Broker,Yes, Hebbal,4358
568,4,31900000,New Property,Ready To Move,Broker,Yes, Kundalahalli,2494
569,2,27600000,New Property,Ready To Move,Broker,Yes, Jayanagar,1730
570,3,16400000,New Property,Ready To Move,Broker,Yes, JP Nagar,1580
571,4,52900000,New Property,Ready To Move,Broker,Yes, Jakkur,5263
572,2,12100000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1310
573,4+,46100000,New Property,Ready To Move,Broker,No, Whitefield,3556
574,3,21000000,New Property,Ready To Move,Broker,Yes, International Airport Road,1463
575,2,15100000,New Property,Ready To Move,Broker,Yes, International Airport Road,1273
576,3,24300000,New Property,Ready To Move,Broker,Yes, International Airport Road,1696
577,2,14000000,New Property,Ready To Move,Broker,Yes, International Airport Road,1200
578,4+,24000000,New Property,Ready To Move,Broker,Yes, International Airport Road,2124
579,4+,42000000,Resale,Ready To Move,Broker,No, Brookefield,4200
580,3,55000000,Resale,Ready To Move,Broker,No, JP Nagar,2885
581,3,33000000,New Property,Ready To Move,Broker,No, Kadugodi,2450
582,3,22900000,New Property,Ready To Move,Broker,No, Yelahanka New Town,2688
583,3,25000000,New Property,Ready To Move,Broker,No, Varthur,1600
584,3,8000000,Resale,Ready To Move,Broker,No, Jakkur,1500
585,2,9700000,New Property,Ready To Move,Broker,No, Yelahanka New Town,1220
586,2,8900000,Resale,Ready To Move,Broker,No, Yelahanka,1120
587,2,8800000,Resale,Ready To Move,Broker,No, Jakkur,790
588,3,7390000,New Property,Ready To Move,Broker,Yes, Kengeri,1548
589,2,12700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1215
590,3,40200000,New Property,Ready To Move,Broker,Yes, Jayanagar,2554
591,4,63800000,New Property,Ready To Move,Broker,Yes, Kundalahalli,4872
592,3,13300000,New Property,Ready To Move,Broker,Yes, Tumkur Road,1441
593,3,18800000,New Property,Ready To Move,Broker,Yes, JP Nagar,1815
594,3,18500000,Resale,Ready To Move,Broker,No, Haralur Road,1717
595,2,17500000,New Property,Ready To Move,Broker,No, Varthur,1256
596,4+,42000000,Resale,Ready To Move,Broker,No, Brookefield,4200
597,3,33000000,New Property,Ready To Move,Broker,No, Kadugodi,2450
598,3,22900000,New Property,Ready To Move,Broker,No, Yelahanka New Town,2688
599,3,55000000,Resale,Ready To Move,Broker,No, JP Nagar,2885
600,3,25000000,New Property,Ready To Move,Broker,No, Varthur,1600
601,3,28000000,Resale,Ready To Move,Broker,No, Varthur,1905
602,3,8000000,Resale,Ready To Move,Broker,No, Jakkur,1500
603,3,26000000,Resale,Ready To Move,Broker,No, Varthur,1655
604,2,6200000,New Property,Ready To Move,Broker,No, Mathikere,1250
605,3,12600000,Resale,Ready To Move,Broker,No, Yelahanka New Town,1580
606,2,9700000,New Property,Ready To Move,Broker,No, Yelahanka New Town,1220
607,2,7800000,New Property,Ready To Move,Broker,No, Jakkur,690
608,2,8800000,Resale,Ready To Move,Broker,No, Jakkur,790
609,4+,220000000,New Property,Ready To Move,Broker,Yes, Hebbal,9156
610,3,14600000,New Property,Ready To Move,Broker,Yes, Banashankari 6th Stage,1395
611,3,13600000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1340
612,3,6300000,Resale,Ready To Move,Broker,No, Narayanapura,1835
613,3,11700000,New Property,Ready To Move,Broker,Yes, Vijaya Nagar,1186
614,2,12100000,New Property,Ready To Move,Broker,Yes, Yeshwanthpur,1260
615,2,8800000,Resale,Ready To Move,Broker,No, Jakkur,790
616,4+,150000000,New Property,Ready To Move,Broker,No, Vasanth Nagar,4750
617,4,87500000,New Property,Ready To Move,Broker,No, Yelahanka,4025
618,3,60000000,Resale,Ready To Move,Broker,No, Hennur,2500
619,4+,125000000,New Property,Ready To Move,Broker,No, Koramangala 1st Block,5000
620,4+,71000000,New Property,Ready To Move,Broker,No, Thanisandra Ma,4145
621,4+,28500000,Resale,Ready To Move,Broker,No, Kalkere,2315
622,3,28000000,Resale,Ready To Move,Broker,No, NRI Layout,4800
623,3,23000000,Resale,Ready To Move,Broker,No, Bagalur Ma,1769
624,2,5800000,Resale,Ready To Move,Broker,No, Sadaramangala,1475
625,2,12000000,New Property,Ready To Move,Broker,No, Haralur Road,1170
626,3,16000000,New Property,Ready To Move,Broker,No, Haralur Road,1575
627,2,8795000,Resale,Ready To Move,Broker,No, Bagaluru,999
628,4+,32000000,Resale,Ready To Move,Broker,No, Kundalahalli,3038
629,3,22000000,Resale,Ready To Move,Broker,No, Thanisandra Ma,2293
630,4,94000000,New Property,Ready To Move,Broker,Yes, Hebbal,5246
631,3,20400000,New Property,Ready To Move,Broker,Yes, Haralur Road,1575
632,3,20800000,New Property,Ready To Move,Broker,Yes, Bannerghatta Road,1695
633,2,7659000,New Property,Ready To Move,Broker,Yes, Devanahalli,997
634,1,4516000,Resale,Ready To Move,Broker,Yes, Sarjapur Road,666
635,4,24900000,New Property,Ready To Move,Broker,Yes, Whitefield,2428
636,2,8795000,Resale,Ready To Move,Broker,No, Bagaluru,999
637,3,14500000,Resale,Ready To Move,Broker,No, Rayasandra,1801
638,3,45000000,Resale,Ready To Move,Broker,No, Rajaji Nagar,2100
639,3,7786000,New Property,Ready To Move,Broker,No, Banjara Layout,1305
640,3,18500000,Resale,Ready To Move,Broker,No, Haralur Road,1717
641,2,8500000,New Property,Ready To Move,Broker,No, Bagaluru,977
642,2,17500000,New Property,Ready To Move,Broker,No, Varthur,1256
643,2,9500000,New Property,Ready To Move,Broker,No, Yelahanka New Town,1170
644,3,45000000,New Property,Ready To Move,Broker,No, Dollars Colony,2233
645,4,54400000,Resale,Ready To Move,Broker,No, Yelahanka,2080
646,3,38000000,Resale,Ready To Move,Broker,No, Yelahanka,1829
647,2,9833000,Resale,Ready To Move,Broker,No, Muthanallur,1174
648,3,22500000,Resale,Ready To Move,Broker,No, Gunjur,1863
649,2,16200000,New Property,Ready To Move,Broker,No, Belathur Ma,1343
650,4+,36500000,Resale,Ready To Move,Broker,No, Nagasandra,3736
651,4,30000000,New Property,Ready To Move,Broker,Yes, Devanahalli,2800
652,4,31800000,New Property,Ready To Move,Broker,Yes, Bannerghatta Road,2700
653,2,12900000,New Property,Ready To Move,Broker,Yes, Chikkavaderapura,1345
654,4,20000000,New Property,Ready To Move,Broker,Yes, Devanahalli,2100
655,4,80200000,New Property,Ready To Move,Broker,Yes, Hebbal,5260
656,4,24300000,New Property,Ready To Move,Broker,Yes, Whitefield,2371
657,3,28000000,Resale,Ready To Move,Broker,No, NRI Layout,4800
658,2,5800000,Resale,Ready To Move,Broker,No, Sadaramangala,1475
659,4+,28500000,Resale,Ready To Move,Broker,No, Kalkere,2315
660,3,23000000,Resale,Ready To Move,Broker,No, Bagalur Ma,1769
661,2,5325000,Resale,Ready To Move,Broker,No, Sompura Gate,1160
662,3,14900000,Resale,Ready To Move,Broker,No, Doddakannalli,1528
663,3,25000000,New Property,Ready To Move,Broker,No, Panathur,1804
664,2,12000000,New Property,Ready To Move,Broker,No, Haralur Road,1170
665,4+,32000000,Resale,Ready To Move,Broker,No, Kundalahalli,3038
666,3,16000000,New Property,Ready To Move,Broker,No, Haralur Road,1575
667,3,22000000,Resale,Ready To Move,Broker,No, Thanisandra Ma,2293
668,2,8795000,Resale,Ready To Move,Broker,No, Bagaluru,999
669,3,15000000,New Property,Ready To Move,Broker,No, Bagaluru,1276
670,3,45000000,Resale,Ready To Move,Broker,No, Rajaji Nagar,2100
671,2,8500000,New Property,Ready To Move,Broker,No, Bagaluru,977
672,3,19300000,New Property,Ready To Move,Broker,Yes, Chikkavaderapura,2438
673,3,16000000,New Property,Ready To Move,Broker,Yes, Chikkavaderapura,1680
674,3,14100000,New Property,Ready To Move,Broker,Yes, Yeshwanthpur,1545
675,2,12900000,New Property,Ready To Move,Broker,Yes, Chikkavaderapura,1345
676,3,11700000,New Property,Ready To Move,Broker,Yes, Vijaya Nagar,1186
677,4+,74700000,New Property,Ready To Move,Broker,Yes, Hebbal,4890
678,2,5325000,Resale,Ready To Move,Broker,No, Sompura Gate,1160
679,3,14900000,Resale,Ready To Move,Broker,No, Doddakannalli,1528
680,3,25000000,New Property,Ready To Move,Broker,No, Panathur,1804
681,4,77200000,New Property,Ready To Move,Broker,No, Gattahalli,4841
682,4,53800000,Resale,Ready To Move,Broker,No, Gattahalli,3379
683,2,22600000,New Property,Ready To Move,Broker,No, Gattahalli,1465
684,2,13100000,Resale,Ready To Move,Broker,No, Varthur,761
685,2,14700000,New Property,Ready To Move,Broker,No, Gunjur,1250
686,4+,58500000,Resale,Ready To Move,Broker,No, Hennur,3255
687,3,18800000,Resale,Ready To Move,Broker,No, Varthur,1018
688,2,20900000,Resale,Ready To Move,Broker,No, Gunjur,1235
689,2,9476000,Resale,Ready To Move,Broker,No, Gunjur,811
690,2,16100000,Resale,Ready To Move,Broker,No, Varthur,906
691,2,18700000,New Property,Ready To Move,Broker,No, Gattahalli,1249
692,2,15800000,New Property,Ready To Move,Broker,No, Gunjur,909
693,2,12900000,New Property,Ready To Move,Broker,Yes, Chikkavaderapura,1345
694,2,7659000,New Property,Ready To Move,Broker,Yes, Devanahalli,997
695,4,27500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,2400
696,4,36300000,New Property,Ready To Move,Broker,Yes, Budigere Cross,3712
697,3,19300000,New Property,Ready To Move,Broker,Yes, Chikkavaderapura,2438
698,3,17900000,New Property,Ready To Move,Broker,Yes, Whitefield,1699
699,3,45000000,New Property,Ready To Move,Broker,No, Rajaji Nagar,1760
700,3,48000000,Resale,Ready To Move,Broker,No, Rajaji Nagar,1751
701,3,13600000,New Property,Ready To Move,Broker,No, Bagaluru,1900
702,2,9200000,Resale,Ready To Move,Broker,No, Gunjur,811
703,3,15000000,Resale,Ready To Move,Broker,No, Jalahalli West,1720
704,4+,13300000,Resale,Ready To Move,Broker,No, Bagaluru,1850
705,2,20300000,Resale,Ready To Move,Broker,No, Gunjur,1235
706,3,9917000,Resale,Ready To Move,Broker,No, Muthanallur,928
707,2,14600000,New Property,Ready To Move,Broker,No, Varthur,1366
708,4+,82800000,Resale,Ready To Move,Broker,No, Yelahanka,4353
709,3,54000000,New Property,Ready To Move,Broker,No, Shanthi Nagar,2795
710,4+,58500000,Resale,Ready To Move,Broker,No, Yelahanka,3045
711,2,13000000,New Property,Ready To Move,Broker,No, Gunjur,1194
712,2,12500000,New Property,Ready To Move,Broker,No, Thanisandra Ma,1009
713,4+,65000000,Resale,Ready To Move,Broker,No, Lalbagh Road,2260
714,3,15300000,New Property,Ready To Move,Broker,Yes, Gunjur,1685
715,2,11500000,New Property,Ready To Move,Broker,Yes, Gunjur,1290
716,2,10700000,New Property,Ready To Move,Broker,Yes, Gunjur,1225
717,2,10800000,New Property,Ready To Move,Broker,Yes, Gunjur,1230
718,2,9900000,New Property,Ready To Move,Broker,Yes, Gunjur,1150
719,3,15900000,New Property,Ready To Move,Broker,Yes, Gunjur,1600
720,4+,58500000,Resale,Ready To Move,Broker,No, Yelahanka,3045
721,3,16400000,Resale,Ready To Move,Broker,No, Budigere Cross,1191
722,2,11900000,Resale,Ready To Move,Broker,No, Varthur,1194
723,3,9000000,Resale,Ready To Move,Broker,No, Basavanagar,1485
724,2,12500000,New Property,Ready To Move,Broker,No, Thanisandra Ma,1009
725,3,54000000,New Property,Ready To Move,Broker,No, Shanthi Nagar,2795
726,2,14600000,New Property,Ready To Move,Broker,No, Varthur,1366
727,4+,82800000,Resale,Ready To Move,Broker,No, Yelahanka,4353
728,2,13000000,New Property,Ready To Move,Broker,No, Gunjur,1194
729,2,22000000,New Property,Ready To Move,Broker,No, Gattahalli,1465
730,3,25700000,Resale,Ready To Move,Broker,No, Budigere Cross,2473
731,4+,65000000,Resale,Ready To Move,Broker,No, Lalbagh Road,2260
732,2,15700000,Resale,Ready To Move,Broker,No, Varthur,906
733,2,9547000,Resale,Ready To Move,Broker,No, Muthanallur,1174
734,2,12300000,Resale,Ready To Move,Broker,No, Thirumenahalli,1190
735,3,15900000,New Property,Ready To Move,Broker,Yes, Gunjur,1600
736,3,16500000,New Property,Ready To Move,Broker,Yes, Sarjapur,2030
737,2,3825000,Resale,Ready To Move,Broker,Yes, Varthur,850
738,1,2587000,Resale,Ready To Move,Broker,Yes, Varthur,575
739,2,8125000,New Property,Ready To Move,Broker,Yes, Uttarahalli,1250
740,3,13200000,Resale,Ready To Move,Broker,No, Rajanukunte,2645
741,3,29900000,New Property,Ready To Move,Broker,No, Yelahanka,1571
742,2,15800000,Resale,Ready To Move,Broker,No, Belathur Ma,1343
743,3,10500000,New Property,Ready To Move,Broker,No, Bagaluru,1450
744,3,21200000,Resale,Ready To Move,Broker,No, Gunjur,1289
745,3,40000000,Resale,Ready To Move,Broker,No, Rajaji Nagar,2002
746,3,27100000,Resale,Ready To Move,Broker,No, Gattahalli,1804
747,2,10900000,New Property,Ready To Move,Broker,No, Panathur,1079
748,3,28600000,New Property,Ready To Move,Broker,No, Gattahalli,1906
749,3,21900000,Resale,Ready To Move,Broker,No, Gunjur,1863
750,3,15800000,Resale,Ready To Move,Broker,No, Muthanallur,1479
751,3,15000000,Resale,Ready To Move,Broker,No, Thirumenahalli,1430
752,3,65000000,Resale,Ready To Move,Broker,No, Shanthi Nagar,3385
753,2,11000000,New Property,Ready To Move,Broker,No, Belathur Ma,981
754,2,6200000,Resale,Ready To Move,Broker,No, Muthanallur,790
755,2,12400000,New Property,Ready To Move,Broker,No, Yelahanka,1428
756,2,12700000,New Property,Ready To Move,Broker,Yes, Sarjapur,990
757,4,65400000,New Property,Ready To Move,Broker,No, Whitefield,4300
758,3,13200000,Resale,Ready To Move,Broker,No, Rajanukunte,2645
759,3,8498000,Resale,Ready To Move,Broker,No, Horamavu,1710
760,1,2587000,Resale,Ready To Move,Broker,Yes, Varthur,575
761,3,19600000,New Property,Ready To Move,Broker,Yes, Varthur,2155
762,3,19800000,Resale,Ready To Move,Broker,No, Kodichikkanahalli,1690
763,4+,68000000,Resale,Ready To Move,Broker,No, Rajaji Nagar,1960
764,2,15900000,Resale,Ready To Move,Broker,No, Gunjur,936
765,2,12000000,Resale,Ready To Move,Broker,No, Yelahanka New Town,1324
766,2,11400000,Resale,Ready To Move,Broker,No, Banashankari 6th Stage,1255
767,4+,100000000,New Property,Ready To Move,Broker,No, Kodihalli,3830
768,2,18200000,Resale,Ready To Move,Broker,No, Gattahalli,1249
